#bytes,#repetitions,t[usec],Mbytes/sec
33554432,1,7370.25,4552.69
67108864,1,14451.89,4643.61
134217728,1,28707.19,4675.41
268435456,1,57451.77,4672.36
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.40,2.53
2,1000,0.40,5.03
4,1000,0.40,10.05
8,1000,0.40,20.04
16,1000,0.40,40.21
32,1000,0.56,57.18
64,1000,0.56,114.44
128,1000,0.90,141.48
256,1000,0.95,268.93
512,1000,1.15,445.45
1024,1000,1.24,825.91
2048,1000,2.09,978.35
4096,1000,2.98,1374.30
8192,1000,4.78,1715.37
16384,1000,7.17,2285.14
32768,1000,12.74,2571.35
65536,640,23.37,2804.73
131072,320,43.83,2990.39
262144,160,13.15,19933.46
524288,80,23.36,22448.05
1048576,40,52.17,20098.93
2097152,20,139.40,15043.70
4194304,10,304.66,13766.95
8388608,5,696.72,12040.22
16777216,2,2337.95,7176.05
33554432,1,6842.01,4904.18
67108864,1,14387.28,4664.46
134217728,1,28630.09,4688.00
268435456,1,57220.97,4691.21
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.40,2.49
2,1000,0.40,4.97
4,1000,0.40,9.99
8,1000,0.40,20.07
16,1000,0.40,39.97
32,1000,0.56,57.33
64,1000,0.55,116.89
128,1000,0.88,145.77
256,1000,0.92,277.01
512,1000,1.13,454.87
1024,1000,1.26,812.20
2048,1000,2.08,985.53
4096,1000,2.97,1379.43
8192,1000,4.79,1708.85
16384,1000,7.22,2267.91
32768,1000,12.93,2534.98
65536,640,24.25,2702.30
131072,320,45.98,2850.84
262144,160,14.68,17862.59
524288,80,26.32,19917.40
1048576,40,56.53,18548.87
2097152,20,145.23,14440.71
4194304,10,325.28,12894.48
8388608,5,689.09,12173.52
16777216,2,2370.39,7077.83
33554432,1,6871.16,4883.37
67108864,1,14406.56,4658.22
134217728,1,28693.59,4677.62
268435456,1,57414.78,4675.37
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.42,0.00
1,1000,0.39,2.53
2,1000,0.40,5.04
4,1000,0.40,10.08
8,1000,0.40,20.18
16,1000,0.40,40.32
32,1000,0.55,57.95
64,1000,0.55,116.29
128,1000,0.89,143.76
256,1000,0.94,271.26
512,1000,1.12,456.89
1024,1000,1.30,784.79
2048,1000,2.10,972.97
4096,1000,2.99,1371.03
8192,1000,4.79,1708.75
16384,1000,7.20,2275.41
32768,1000,13.77,2380.12
65536,640,25.65,2555.27
131072,320,47.72,2746.77
262144,160,14.70,17831.87
524288,80,26.08,20099.67
1048576,40,55.22,18988.78
2097152,20,143.23,14641.35
4194304,10,304.29,13784.00
8388608,5,685.05,12245.32
16777216,2,2361.78,7103.64
33554432,1,7330.43,4577.42
67108864,1,14359.08,4673.62
134217728,1,28590.66,4694.46
268435456,1,61339.34,4376.24
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.40,0.00
1,1000,0.42,2.38
2,1000,0.40,5.02
4,1000,0.40,10.02
8,1000,0.40,20.10
16,1000,0.40,39.91
32,1000,0.55,57.75
64,1000,0.55,116.03
128,1000,0.88,144.80
256,1000,0.92,279.30
512,1000,1.11,461.47
1024,1000,1.31,781.16
2048,1000,2.09,978.36
4096,1000,2.99,1370.42
8192,1000,4.81,1701.70
16384,1000,7.79,2102.47
32768,1000,13.59,2411.77
65536,640,25.39,2581.10
131072,320,48.38,2709.48
262144,160,14.64,17906.53
524288,80,26.02,20146.94
1048576,40,56.89,18430.16
2097152,20,141.76,14793.38
4194304,10,307.57,13636.93
8388608,5,682.94,12283.01
16777216,2,2353.91,7127.38
33554432,1,7393.98,4538.08
67108864,1,14431.03,4650.32
134217728,1,28620.56,4689.56
268435456,1,57514.90,4667.23
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.41,2.47
2,1000,0.39,5.09
4,1000,0.39,10.14
8,1000,0.39,20.29
16,1000,0.39,41.07
32,1000,0.56,57.55
64,1000,0.56,114.85
128,1000,0.92,139.54
256,1000,0.96,266.77
512,1000,1.14,449.18
1024,1000,1.34,764.54
2048,1000,2.10,974.13
4096,1000,3.00,1367.31
8192,1000,4.81,1703.55
16384,1000,7.23,2267.26
32768,1000,12.84,2551.97
65536,640,24.03,2726.81
131072,320,43.69,3000.11
262144,160,14.57,17991.02
524288,80,28.13,18638.59
1048576,40,58.93,17793.93
2097152,20,143.59,14605.22
4194304,10,337.25,12436.75
8388608,5,682.06,12298.95
16777216,2,2343.11,7160.24
33554432,1,6825.23,4916.23
67108864,1,14344.95,4678.22
134217728,1,28557.82,4699.86
268435456,1,57149.84,4697.05
