#bytes,#repetitions,t[usec],Mbytes/sec
262144,160,32.72,8011.19
524288,80,55.95,9370.27
1048576,40,98.25,10672.76
2097152,20,182.11,11515.76
4194304,10,352.79,11889.03
8388608,5,694.19,12083.96
16777216,2,1380.73,12150.99
33554432,1,2756.95,12170.83
67108864,1,5509.79,12179.93
134217728,1,11019.81,12179.68
268435456,1,22068.40,12163.79
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.98,1.02
2,1000,0.99,2.02
4,1000,0.99,4.05
8,1000,0.98,8.14
16,1000,0.98,16.26
32,1000,1.00,32.09
64,1000,1.17,54.78
128,1000,1.20,106.29
256,1000,1.42,179.89
512,1000,1.50,342.25
1024,1000,1.66,616.58
2048,1000,2.33,880.81
4096,1000,3.19,1283.52
8192,1000,4.57,1790.64
16384,1000,6.42,2550.89
32768,1000,8.73,3753.79
65536,640,12.51,5237.44
131072,320,18.92,6928.98
262144,160,32.77,8000.24
524288,80,54.27,9661.27
1048576,40,97.66,10736.90
2097152,20,182.11,11515.88
4194304,10,352.72,11891.18
8388608,5,693.20,12101.28
16777216,2,1379.76,12159.54
33554432,1,2758.65,12163.35
67108864,1,5514.48,12169.58
134217728,1,11009.09,12191.53
268435456,1,22055.26,12171.04
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.01
4,1000,0.99,4.03
8,1000,0.99,8.06
16,1000,0.99,16.12
32,1000,1.00,32.00
64,1000,1.15,55.60
128,1000,1.19,107.29
256,1000,1.42,180.01
512,1000,1.50,341.69
1024,1000,1.66,615.34
2048,1000,2.32,884.52
4096,1000,3.19,1282.52
8192,1000,4.49,1823.01
16384,1000,6.31,2595.94
32768,1000,8.42,3893.48
65536,640,12.41,5280.04
131072,320,18.69,7012.21
262144,160,32.73,8008.97
524288,80,54.32,9652.05
1048576,40,96.93,10818.04
2097152,20,186.01,11274.34
4194304,10,352.26,11906.69
8388608,5,695.12,12067.79
16777216,2,1380.56,12152.50
33554432,1,2762.76,12145.26
67108864,1,5518.60,12160.49
134217728,1,11006.02,12194.94
268435456,1,22048.59,12174.72
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,0.99,2.01
4,1000,0.99,4.04
8,1000,0.99,8.10
16,1000,0.99,16.16
32,1000,1.00,32.08
64,1000,1.17,54.73
128,1000,1.21,105.66
256,1000,1.42,179.67
512,1000,1.50,341.61
1024,1000,1.66,616.21
2048,1000,2.33,880.20
4096,1000,3.19,1285.58
8192,1000,4.54,1802.46
16384,1000,6.43,2549.32
32768,1000,8.57,3821.68
65536,640,12.51,5240.34
131072,320,18.96,6914.61
262144,160,32.73,8009.85
524288,80,56.69,9248.93
1048576,40,98.25,10672.74
2097152,20,182.11,11515.74
4194304,10,352.98,11882.44
8388608,5,693.01,12104.68
16777216,2,1382.62,12134.35
33554432,1,2766.44,12129.09
67108864,1,5513.81,12171.05
134217728,1,11009.53,12191.05
268435456,1,22071.56,12162.05
