#bytes,#repetitions,t[usec],Mbytes/sec
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.82,0.00
1,1000,7.85,0.13
2,1000,7.85,0.25
4,1000,7.85,0.51
8,1000,7.84,1.02
16,1000,7.84,2.04
32,1000,7.99,4.00
64,1000,7.98,8.02
128,1000,8.44,15.17
256,1000,8.46,30.27
512,1000,8.53,59.99
1024,1000,9.46,108.21
2048,1000,9.03,226.76
4096,1000,10.79,379.50
8192,1000,11.65,703.33
16384,1000,15.49,1057.60
32768,1000,25.89,1265.58
65536,640,56.38,1162.44
131072,320,79.41,1650.49
262144,160,121.66,2154.79
524288,80,195.39,2683.29
1048576,40,327.58,3200.97
2097152,20,622.90,3366.73
4194304,10,1210.46,3465.04
8388608,5,2427.39,3455.81
16777216,2,5201.40,3225.52
33554432,1,10697.10,3136.78
67108864,1,20094.18,3339.72
134217728,1,40279.36,3332.17
268435456,1,80584.56,3331.10
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.89,0.00
1,1000,7.93,0.13
2,1000,7.90,0.25
4,1000,7.92,0.50
8,1000,7.90,1.01
16,1000,7.92,2.02
32,1000,7.90,4.05
64,1000,7.94,8.06
128,1000,8.37,15.29
256,1000,8.46,30.25
512,1000,8.45,60.56
1024,1000,9.57,107.02
2048,1000,8.98,228.16
4096,1000,10.94,374.30
8192,1000,11.63,704.40
16384,1000,15.63,1048.00
32768,1000,25.86,1267.12
65536,640,56.73,1155.14
131072,320,79.96,1639.24
262144,160,122.46,2140.68
524288,80,196.18,2672.51
1048576,40,328.50,3191.99
2097152,20,621.78,3372.84
4194304,10,1210.41,3465.19
8388608,5,2440.77,3436.88
16777216,2,5231.96,3206.68
33554432,1,10714.12,3131.80
67108864,1,20182.78,3325.06
134217728,1,42046.94,3192.09
268435456,1,84104.18,3191.70
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.80,0.00
1,1000,7.86,0.13
2,1000,7.84,0.25
4,1000,7.84,0.51
8,1000,7.86,1.02
16,1000,7.84,2.04
32,1000,7.86,4.07
64,1000,7.84,8.16
128,1000,8.16,15.68
256,1000,8.20,31.21
512,1000,8.32,61.52
1024,1000,9.32,109.85
2048,1000,8.84,231.61
4096,1000,10.56,388.01
8192,1000,11.37,720.20
16384,1000,15.18,1078.96
32768,1000,25.24,1298.18
65536,640,55.72,1176.22
131072,320,78.60,1667.52
262144,160,120.90,2168.24
524288,80,193.93,2703.53
1048576,40,324.86,3227.77
2097152,20,617.57,3395.80
4194304,10,1200.54,3493.67
8388608,5,2413.41,3475.84
16777216,2,5170.25,3244.95
33554432,1,10591.70,3167.99
67108864,1,20449.85,3281.63
134217728,1,40666.50,3300.45
268435456,1,82900.78,3238.03
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.82,0.00
1,1000,7.84,0.13
2,1000,7.85,0.25
4,1000,7.85,0.51
8,1000,7.84,1.02
16,1000,7.84,2.04
32,1000,7.85,4.08
64,1000,7.84,8.16
128,1000,8.26,15.49
256,1000,8.26,31.00
512,1000,8.34,61.38
1024,1000,9.50,107.81
2048,1000,8.88,230.70
4096,1000,10.77,380.15
8192,1000,11.46,714.63
16384,1000,15.60,1050.38
32768,1000,25.79,1270.63
65536,640,56.69,1155.98
131072,320,79.72,1644.13
262144,160,121.84,2151.48
524288,80,194.81,2691.30
1048576,40,326.76,3208.97
2097152,20,621.98,3371.73
4194304,10,1207.70,3472.97
8388608,5,2431.28,3450.29
16777216,2,5198.20,3227.50
33554432,1,10733.35,3126.19
67108864,1,20159.49,3328.90
134217728,1,40874.09,3283.69
268435456,1,80586.16,3331.04
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,7.82,0.00
1,1000,7.81,0.13
2,1000,7.83,0.26
4,1000,7.81,0.51
8,1000,7.83,1.02
16,1000,7.81,2.05
32,1000,7.85,4.07
64,1000,7.81,8.20
128,1000,8.22,15.56
256,1000,8.24,31.06
512,1000,8.27,61.88
1024,1000,9.11,112.36
2048,1000,8.87,230.82
4096,1000,10.38,394.49
8192,1000,11.32,723.95
16384,1000,15.11,1084.20
32768,1000,25.00,1310.76
65536,640,55.17,1187.93
131072,320,78.02,1679.95
262144,160,119.61,2191.68
524288,80,192.32,2726.09
1048576,40,321.91,3257.40
2097152,20,616.77,3400.21
4194304,10,1198.76,3498.88
8388608,5,2402.87,3491.07
16777216,2,5154.59,3254.81
33554432,1,10632.14,3155.94
67108864,1,20967.41,3200.63
134217728,1,40237.55,3335.63
268435456,1,80337.99,3341.33
